detector,target_group,seed,head_fit_seconds,selected_parameter,source_validation_pr_auc,technical_seed_reused,seed_reused_from,metadata_relative_path,metadata_sha256,execution_status
hashing,radare2,73,1.7997985999973025,1e-05,0.15878471247439224,False,,predictions/radare2/seed-73.json,E241D3E54EE908FB3CA34CC8CB87B27C13BF1393377338D85B6DDFDEDF55328A,executed
hashing,radare2,101,1.8530498999898555,1e-05,0.15160171401838488,False,,predictions/radare2/seed-101.json,64C468882D5FEC6AD92B31DB5BA131E4A3FDA5BA171D7E4BE171F2BD854635A0,executed
hashing,radare2,137,1.7818163000047207,1e-05,0.16430672617641615,False,,predictions/radare2/seed-137.json,E5A9AFC2456D842C858B3C796F4AD306F21A90EB6CCFFF26688A4CF08299F494,executed
hashing,samba,13,1.8004791000130353,1e-05,0.1548082965893015,False,,predictions/samba/seed-13.json,64F7A02356F6C1A7DC24F87F14D968668967762CD174CB21AF1C7FF74F9542C3,executed
hashing,samba,37,1.750855499994941,1e-05,0.15136598992966957,False,,predictions/samba/seed-37.json,91211D9A44045614A1336DF371B015EFF5C2B1299C22D833670C4D56B7B80BCD,executed
hashing,samba,73,1.8189093999972101,1e-05,0.15888547613672516,False,,predictions/samba/seed-73.json,FDAC62E236FF5667323B8A93ED2F31C0CF4DC63FCF3DE9E9F4EF13D7DC274454,executed
hashing,samba,101,1.8523188999970444,1e-05,0.16045709761402352,False,,predictions/samba/seed-101.json,946E86F03FC886C11A2593E980A0881497A331C4573E8890B0A1DD349FAA4DF3,executed
hashing,samba,137,1.7807163000106812,1e-05,0.15440614410996567,False,,predictions/samba/seed-137.json,946E657E6593D1B6C5AD5109E7196920575B294DC4B8DAFE6972C0879CA4B9B9,executed
hashing,tcpdump,13,1.9179346000018995,1e-05,0.15550800802319886,False,,predictions/tcpdump/seed-13.json,2E20B7CE2F38CBB503231865C7787188729F64052E31DD60D0B18DC549532A06,executed
hashing,tcpdump,37,1.8929340000031516,1e-05,0.15891786081667514,False,,predictions/tcpdump/seed-37.json,0DE3730C2C5057FCB6FFCDB0063743CE53678409FBD8BB3AD5B7CE5B79C4CBA7,executed
hashing,tcpdump,73,1.8658921999885933,1e-05,0.16335854883669618,False,,predictions/tcpdump/seed-73.json,D0D3D96389E077D79F37D0556F0946E62095F831E413CFCA663A1365A31CECA2,executed
hashing,tcpdump,101,1.7733295999933034,1e-05,0.15452204637061293,False,,predictions/tcpdump/seed-101.json,EFB8F38665A3B5E5CE8D677C50DF0867C02D92EA87EC2AEF2AAE32748965AEBB,executed
hashing,tcpdump,137,1.8256313000019873,1e-05,0.16004398821362395,False,,predictions/tcpdump/seed-137.json,534BC0C7D6EB9A3327697FE9DA66195C576196E7EB3914A89B389B5A55BE7822,executed
hashing,tensorflow,13,1.8598345999926096,1e-05,0.15569233555103765,False,,predictions/tensorflow/seed-13.json,7669A463A40F8E8DC62EB7C0144B1AA6234726A9DCAE0019BA719AA05D67E371,executed
hashing,tensorflow,37,2.01519589999225,1e-05,0.1494596139646613,False,,predictions/tensorflow/seed-37.json,B800A5B36EF22B5F0DABFCFF4223D15C7460C798E7D711A9DD1CB766E564B296,executed
hashing,tensorflow,73,1.8144390000088606,1e-05,0.15680284588185156,False,,predictions/tensorflow/seed-73.json,71FFA2E443588480C8A4C063C65CF8235822EBF282E336187A96E7FFBD256BD6,executed
