detector,fraction,method,metric,projects,median,q25,q75
codebert,0.25,vultriage_full_gate_clip_20,pr_auc,24,0.19275838277662577,0.14115407846153,0.2781983403143705
codebert,0.25,vultriage_full_gate_clip_20,brier,24,0.20306575656672493,0.1732672829938936,0.23580358104544363
codebert,0.5,estimated_weight_no_gate_clip_20,vulnerable_miscoverage,24,0.2296124957766978,0.16860294117647062,0.3364583333333333
codebert,0.5,estimated_weight_no_gate_clip_20,safe_miscoverage,24,0.18735902625513012,0.16458910804911686,0.24867800400478282
codebert,0.5,estimated_weight_no_gate_clip_20,vulnerable_violation,24,0.12961249577669776,0.06860294117647059,0.23645833333333333
codebert,0.5,estimated_weight_no_gate_clip_20,safe_violation,24,0.0,0.0,0.04867800400478281
codebert,0.5,estimated_weight_no_gate_clip_20,max_relative_violation,24,1.2961249577669776,0.7130184331797235,2.364583333333333
codebert,0.5,estimated_weight_no_gate_clip_20,singleton_coverage,24,0.732632716354296,0.6789305585381568,0.7726949105404652
codebert,0.5,estimated_weight_no_gate_clip_20,review_load,24,0.26736728364570395,0.22730508945953462,0.3210694414618433
codebert,0.5,estimated_weight_no_gate_clip_20,pr_auc,24,0.19275838277662577,0.14115407846153,0.2781983403143705
codebert,0.5,estimated_weight_no_gate_clip_20,brier,24,0.20306575656672493,0.1732672829938936,0.23580358104544363
codebert,0.5,unweighted_mondrian,vulnerable_miscoverage,24,0.21540660654416927,0.1396675842782548,0.31756827731092435
codebert,0.5,unweighted_mondrian,safe_miscoverage,24,0.22196620583717358,0.17896503441126502,0.28368457038250106
codebert,0.5,unweighted_mondrian,vulnerable_violation,24,0.11540660654416925,0.039667584278254786,0.21756827731092437
codebert,0.5,unweighted_mondrian,safe_violation,24,0.02196620583717357,0.0,0.08368457038250102
codebert,0.5,unweighted_mondrian,max_relative_violation,24,1.2242482952494917,0.8433931385622498,2.1756827731092434
codebert,0.5,unweighted_mondrian,singleton_coverage,24,0.758583819476178,0.7389523924262424,0.7842134977540172
codebert,0.5,unweighted_mondrian,review_load,24,0.2414161805238219,0.21578650224598284,0.26104760757375756
codebert,0.5,unweighted_mondrian,pr_auc,24,0.19275838277662577,0.14115407846153,0.2781983403143705
codebert,0.5,unweighted_mondrian,brier,24,0.20306575656672493,0.1732672829938936,0.23580358104544363
codebert,0.5,vultriage_full_gate_clip_20,vulnerable_miscoverage,24,0.205591343522378,0.14258764801485954,0.32554368203974504
codebert,0.5,vultriage_full_gate_clip_20,safe_miscoverage,24,0.17006536814810347,0.1394194280824499,0.23938166453852042
codebert,0.5,vultriage_full_gate_clip_20,vulnerable_violation,24,0.11615254944410616,0.045053401439517055,0.225543682039745
codebert,0.5,vultriage_full_gate_clip_20,safe_violation,24,0.0,0.0,0.03938166453852041
codebert,0.5,vultriage_full_gate_clip_20,max_relative_violation,24,1.1615254944410616,0.5519869836795066,2.25543682039745
codebert,0.5,vultriage_full_gate_clip_20,singleton_coverage,24,0.717105920127461,0.654055597867479,0.7661873388294131
codebert,0.5,vultriage_full_gate_clip_20,review_load,24,0.282894079872539,0.23381266117058686,0.345944402132521
codebert,0.5,vultriage_full_gate_clip_20,pr_auc,24,0.19275838277662577,0.14115407846153,0.2781983403143705
codebert,0.5,vultriage_full_gate_clip_20,brier,24,0.20306575656672493,0.1732672829938936,0.23580358104544363
codebert,0.75,estimated_weight_no_gate_clip_20,vulnerable_miscoverage,24,0.22945973496432215,0.17420028646455,0.38051663249031675
codebert,0.75,estimated_weight_no_gate_clip_20,safe_miscoverage,24,0.1891010288412886,0.1657481035119545,0.25019021127337615
codebert,0.75,estimated_weight_no_gate_clip_20,vulnerable_violation,24,0.12945973496432212,0.07420028646455,0.2805166324903167
codebert,0.75,estimated_weight_no_gate_clip_20,safe_violation,24,0.0,0.0,0.05019021127337613
codebert,0.75,estimated_weight_no_gate_clip_20,max_relative_violation,24,1.294597349643221,0.7460204777049391,2.805166324903167
codebert,0.75,estimated_weight_no_gate_clip_20,singleton_coverage,24,0.7534051819634091,0.6867045565468637,0.7842151234063419
codebert,0.75,estimated_weight_no_gate_clip_20,review_load,24,0.2465948180365909,0.21578487659365805,0.3132954434531363
codebert,0.75,estimated_weight_no_gate_clip_20,pr_auc,24,0.19275838277662577,0.14115407846153,0.2781983403143705
codebert,0.75,estimated_weight_no_gate_clip_20,brier,24,0.20306575656672493,0.1732672829938936,0.23580358104544363
