detector,target_group,fraction,method,vulnerable_miscoverage,safe_miscoverage,vulnerable_violation,safe_violation,max_relative_violation,singleton_coverage,review_load,pr_auc,brier
codebert,envoy,1.0,estimated_weight_no_gate_clip_20,0.2795275590551181,0.2617046818727491,0.1795275590551181,0.06170468187274908,1.795275590551181,0.6111957349581112,0.3888042650418888,0.07579686146103673,0.1926308476218194
codebert,envoy,1.0,unweighted_mondrian,0.4291338582677165,0.20968387354941978,0.3291338582677166,0.00968387354941977,3.2913385826771657,0.7252475247524752,0.2747524752475248,0.07579686146103673,0.1926308476218194
codebert,envoy,1.0,vultriage_full_gate_clip_20,0.2795275590551181,0.2617046818727491,0.1795275590551181,0.06170468187274908,1.795275590551181,0.6111957349581112,0.3888042650418888,0.07579686146103673,0.1926308476218194
codebert,ffmpeg,0.25,estimated_weight_no_gate_clip_20,0.08869565217391305,0.33271889400921656,0.00869565217391304,0.13271889400921658,0.6635944700460829,0.7263479145473042,0.2736520854526958,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.25,unweighted_mondrian,0.04521739130434782,0.43364055299539167,0.0,0.23364055299539171,1.1682027649769584,0.7515768056968465,0.2484231943031536,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.25,vultriage_full_gate_clip_20,0.08869565217391305,0.33271889400921656,0.00869565217391304,0.13271889400921658,0.6635944700460829,0.7263479145473042,0.2736520854526958,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.5,estimated_weight_no_gate_clip_20,0.07478260869565218,0.3304147465437788,0.004347826086956522,0.1304147465437788,0.6520737327188939,0.7078331637843337,0.2921668362156663,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.5,unweighted_mondrian,0.04521739130434782,0.4334101382488479,0.0,0.2334101382488479,1.1670506912442393,0.7446592065106816,0.25534079348931843,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.5,vultriage_full_gate_clip_20,0.07478260869565218,0.3304147465437788,0.004347826086956522,0.1304147465437788,0.6520737327188939,0.7078331637843337,0.2921668362156663,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.75,estimated_weight_no_gate_clip_20,0.06956521739130435,0.3320276497695852,0.0,0.13202764976958523,0.6601382488479259,0.7060020345879959,0.29399796541200407,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.75,unweighted_mondrian,0.043478260869565216,0.4331797235023041,0.0,0.23317972350230412,1.1658986175115205,0.7464903357070193,0.25350966429298066,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,0.75,vultriage_full_gate_clip_20,0.06956521739130435,0.3320276497695852,0.0,0.13202764976958523,0.6601382488479259,0.7060020345879959,0.29399796541200407,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,1.0,estimated_weight_no_gate_clip_20,0.06956521739130435,0.3352534562211982,0.0,0.13525345622119817,0.6762672811059908,0.7100712105798576,0.28992878942014244,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,1.0,unweighted_mondrian,0.043478260869565216,0.4331797235023041,0.0,0.23317972350230418,1.1658986175115207,0.7497456765005086,0.25025432349949134,0.22743203479446705,0.30573902628649274
codebert,ffmpeg,1.0,vultriage_full_gate_clip_20,0.06956521739130435,0.3352534562211982,0.0,0.13525345622119817,0.6762672811059908,0.7100712105798576,0.28992878942014244,0.22743203479446705,0.30573902628649274
codebert,ghostpdl,0.25,estimated_weight_no_gate_clip_20,0.26972477064220185,0.1652003910068426,0.16972477064220187,0.0,1.6972477064220184,0.7017667844522968,0.29823321554770316,0.19196182860588312,0.2058129686346183
codebert,ghostpdl,0.25,unweighted_mondrian,0.22752293577981653,0.23577712609970675,0.12752293577981652,0.035777126099706735,1.275229357798165,0.730565371024735,0.269434628975265,0.19196182860588312,0.2058129686346183
codebert,ghostpdl,0.25,vultriage_full_gate_clip_20,0.26972477064220185,0.1652003910068426,0.16972477064220187,0.0,1.6972477064220184,0.7017667844522968,0.29823321554770316,0.19196182860588312,0.2058129686346183
