detector,target_group,alpha_vulnerable,alpha_safe,method,max_relative_violation,vulnerable_violation,safe_violation,singleton_coverage,review_load
hashing,ffmpeg,0.05,0.05,unweighted_mondrian,0.6497695852534562,0.0039130434782608196,0.03248847926267276,0.25493387589013217,0.7450661241098677
hashing,ffmpeg,0.05,0.05,vultriage_ess_only_clip_10,0.21843317972350224,0.0008695652173912801,0.010921658986175082,0.18738555442522883,0.8126144455747711
hashing,ffmpeg,0.05,0.05,vultriage_ess_only_clip_20,0.13548387096774187,0.0,0.00677419354838706,0.1601220752797558,0.8398779247202441
hashing,ffmpeg,0.05,0.05,vultriage_ess_only_clip_50,0.12073732718894008,0.0,0.006036866359447,0.1637843336724313,0.8362156663275687
hashing,ffmpeg,0.05,0.05,vultriage_full_gate_clip_10,0.21843317972350224,0.0008695652173912801,0.010921658986175082,0.18738555442522883,0.8126144455747711
hashing,ffmpeg,0.05,0.05,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.05,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.05,vultriage_infinity_only_clip_10,0.21843317972350224,0.0008695652173912801,0.010921658986175082,0.18738555442522883,0.8126144455747711
hashing,ffmpeg,0.05,0.05,vultriage_infinity_only_clip_20,0.13548387096774187,0.0,0.00677419354838706,0.1601220752797558,0.8398779247202441
hashing,ffmpeg,0.05,0.05,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,entropy_matched_unweighted_mondrian,0.7255059106391503,0.02826086956521736,0.04193548387096768,0.3873855544252289,0.6126144455747712
hashing,ffmpeg,0.05,0.1,estimated_weight_no_gate_clip_10,0.35253456221198143,0.0008695652173912801,0.03525345622119812,0.2685656154628687,0.7314343845371313
hashing,ffmpeg,0.05,0.1,estimated_weight_no_gate_clip_20,0.18202764976958524,0.0,0.018202764976958462,0.22909460834181075,0.7709053916581892
hashing,ffmpeg,0.05,0.1,estimated_weight_no_gate_clip_50,0.0672811059907834,0.0,0.00672811059907834,0.2122075279755849,0.787792472024415
hashing,ffmpeg,0.05,0.1,forced_argmax,4.773913043478261,0.23869565217391306,0.36036866359447,1.0,0.0
hashing,ffmpeg,0.05,0.1,msp_matched_unweighted_mondrian,0.7255059106391503,0.02826086956521736,0.04193548387096768,0.3873855544252289,0.6126144455747712
hashing,ffmpeg,0.05,0.1,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,pooled_split_conformal,0.11304347826086947,0.00565217391304344,0.00027649769585252,0.261851475076297,0.738148524923703
hashing,ffmpeg,0.05,0.1,prom_derived_aps,0.0,0.0,0.0,0.05412004069175987,0.9458799593082402
hashing,ffmpeg,0.05,0.1,prom_derived_lac,0.11304347826086947,0.00565217391304344,0.00027649769585252,0.2620549338758901,0.7379450661241098
hashing,ffmpeg,0.05,0.1,prom_derived_raps,0.0,0.0,0.0,0.05412004069175989,0.9458799593082402
hashing,ffmpeg,0.05,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,temperature_msp_matched_unweighted_mondrian,0.7255059106391503,0.02826086956521736,0.04193548387096768,0.3873855544252289,0.6126144455747712
hashing,ffmpeg,0.05,0.1,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,unweighted_mondrian,1.0714285714285714,0.0039130434782608196,0.1071428571428571,0.3873855544252289,0.6126144455747712
hashing,ffmpeg,0.05,0.1,vultriage_ess_only_clip_10,0.35253456221198143,0.0008695652173912801,0.03525345622119812,0.2685656154628687,0.7314343845371313
hashing,ffmpeg,0.05,0.1,vultriage_ess_only_clip_20,0.18202764976958524,0.0,0.018202764976958462,0.22909460834181075,0.7709053916581892
hashing,ffmpeg,0.05,0.1,vultriage_ess_only_clip_50,0.0672811059907834,0.0,0.00672811059907834,0.2122075279755849,0.787792472024415
hashing,ffmpeg,0.05,0.1,vultriage_full_gate_clip_10,0.35253456221198143,0.0008695652173912801,0.03525345622119812,0.2685656154628687,0.7314343845371313
hashing,ffmpeg,0.05,0.1,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.1,vultriage_infinity_only_clip_10,0.35253456221198143,0.0008695652173912801,0.03525345622119812,0.2685656154628687,0.7314343845371313
hashing,ffmpeg,0.05,0.1,vultriage_infinity_only_clip_20,0.18202764976958524,0.0,0.018202764976958462,0.22909460834181075,0.7709053916581892
hashing,ffmpeg,0.05,0.1,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,entropy_matched_unweighted_mondrian,2.026086956521739,0.10130434782608692,0.04308755760368658,0.5943031536113936,0.40569684638860626
hashing,ffmpeg,0.05,0.2,estimated_weight_no_gate_clip_10,0.5138248847926267,0.0008695652173912801,0.10276497695852527,0.45005086469989825,0.5499491353001018
hashing,ffmpeg,0.05,0.2,estimated_weight_no_gate_clip_20,0.32949308755760365,0.0,0.06589861751152067,0.38860630722278733,0.6113936927772127
hashing,ffmpeg,0.05,0.2,estimated_weight_no_gate_clip_50,0.140552995391705,0.0,0.02811059907834096,0.35300101729399797,0.6469989827060021
hashing,ffmpeg,0.05,0.2,forced_argmax,4.773913043478261,0.23869565217391306,0.26036866359447003,1.0,0.0
hashing,ffmpeg,0.05,0.2,msp_matched_unweighted_mondrian,2.026086956521739,0.10130434782608692,0.04308755760368658,0.5943031536113936,0.40569684638860626
hashing,ffmpeg,0.05,0.2,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,pooled_split_conformal,0.11304347826086947,0.00565217391304344,0.0,0.261851475076297,0.738148524923703
hashing,ffmpeg,0.05,0.2,prom_derived_aps,0.0,0.0,0.0,0.05412004069175987,0.9458799593082402
hashing,ffmpeg,0.05,0.2,prom_derived_lac,0.11304347826086947,0.00565217391304344,0.0,0.2620549338758901,0.7379450661241098
hashing,ffmpeg,0.05,0.2,prom_derived_raps,0.0,0.0,0.0,0.05412004069175989,0.9458799593082402
hashing,ffmpeg,0.05,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,temperature_msp_matched_unweighted_mondrian,2.026086956521739,0.10130434782608692,0.04308755760368658,0.5943031536113936,0.40569684638860626
hashing,ffmpeg,0.05,0.2,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,unweighted_mondrian,1.0080645161290323,0.0039130434782608196,0.2016129032258064,0.5943031536113936,0.40569684638860626
hashing,ffmpeg,0.05,0.2,vultriage_ess_only_clip_10,0.5138248847926267,0.0008695652173912801,0.10276497695852527,0.45005086469989825,0.5499491353001018
hashing,ffmpeg,0.05,0.2,vultriage_ess_only_clip_20,0.32949308755760365,0.0,0.06589861751152067,0.38860630722278733,0.6113936927772127
hashing,ffmpeg,0.05,0.2,vultriage_ess_only_clip_50,0.140552995391705,0.0,0.02811059907834096,0.35300101729399797,0.6469989827060021
hashing,ffmpeg,0.05,0.2,vultriage_full_gate_clip_10,0.5138248847926267,0.0008695652173912801,0.10276497695852527,0.45005086469989825,0.5499491353001018
hashing,ffmpeg,0.05,0.2,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.05,0.2,vultriage_infinity_only_clip_10,0.5138248847926267,0.0008695652173912801,0.10276497695852527,0.45005086469989825,0.5499491353001018
hashing,ffmpeg,0.05,0.2,vultriage_infinity_only_clip_20,0.32949308755760365,0.0,0.06589861751152067,0.38860630722278733,0.6113936927772127
hashing,ffmpeg,0.05,0.2,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,entropy_matched_unweighted_mondrian,1.6359447004608296,0.0,0.08179723502304141,0.3639877924720244,0.6360122075279756
hashing,ffmpeg,0.1,0.05,estimated_weight_no_gate_clip_10,0.24452013624524138,0.0026086956521739002,0.010921658986175082,0.28911495422177,0.71088504577823
hashing,ffmpeg,0.1,0.05,estimated_weight_no_gate_clip_20,0.13548387096774187,0.0,0.00677419354838706,0.2801627670396744,0.7198372329603255
hashing,ffmpeg,0.1,0.05,estimated_weight_no_gate_clip_50,0.12073732718894008,0.0,0.006036866359447,0.2736520854526958,0.7263479145473042
hashing,ffmpeg,0.1,0.05,forced_argmax,8.2073732718894,0.18869565217391301,0.41036866359447,1.0,0.0
hashing,ffmpeg,0.1,0.05,msp_matched_unweighted_mondrian,1.6359447004608296,0.0,0.08179723502304141,0.3639877924720244,0.6360122075279756
hashing,ffmpeg,0.1,0.05,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,pooled_split_conformal,0.6497695852534562,0.0,0.03248847926267276,0.261851475076297,0.738148524923703
hashing,ffmpeg,0.1,0.05,prom_derived_aps,0.0,0.0,0.0,0.05412004069175987,0.9458799593082402
hashing,ffmpeg,0.1,0.05,prom_derived_lac,0.6497695852534562,0.0,0.03248847926267276,0.2620549338758901,0.7379450661241098
hashing,ffmpeg,0.1,0.05,prom_derived_raps,0.0,0.0,0.0,0.05412004069175989,0.9458799593082402
hashing,ffmpeg,0.1,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,temperature_msp_matched_unweighted_mondrian,1.6359447004608296,0.0,0.08179723502304141,0.3639877924720244,0.6360122075279756
hashing,ffmpeg,0.1,0.05,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,unweighted_mondrian,0.6497695852534562,0.00956521739130432,0.03248847926267276,0.3639877924720244,0.6360122075279756
hashing,ffmpeg,0.1,0.05,vultriage_ess_only_clip_10,0.24452013624524138,0.0026086956521739002,0.010921658986175082,0.28911495422177,0.71088504577823
hashing,ffmpeg,0.1,0.05,vultriage_ess_only_clip_20,0.13548387096774187,0.0,0.00677419354838706,0.2801627670396744,0.7198372329603255
hashing,ffmpeg,0.1,0.05,vultriage_ess_only_clip_50,0.12073732718894008,0.0,0.006036866359447,0.2736520854526958,0.7263479145473042
hashing,ffmpeg,0.1,0.05,vultriage_full_gate_clip_10,0.24452013624524138,0.0026086956521739002,0.010921658986175082,0.28911495422177,0.71088504577823
hashing,ffmpeg,0.1,0.05,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.05,vultriage_infinity_only_clip_10,0.24452013624524138,0.0026086956521739002,0.010921658986175082,0.28911495422177,0.71088504577823
hashing,ffmpeg,0.1,0.05,vultriage_infinity_only_clip_20,0.13548387096774187,0.0,0.00677419354838706,0.2801627670396744,0.7198372329603255
hashing,ffmpeg,0.1,0.05,vultriage_infinity_only_clip_50,0.12073732718894008,0.0,0.006036866359447,0.2736520854526958,0.7263479145473042
hashing,ffmpeg,0.1,0.1,entropy_matched_unweighted_mondrian,0.9746543778801844,0.013043478260869521,0.09746543778801839,0.49643947100712105,0.5035605289928788
hashing,ffmpeg,0.1,0.1,estimated_weight_no_gate_clip_10,0.35253456221198143,0.0026086956521739002,0.03525345622119812,0.3702950152594099,0.62970498474059
hashing,ffmpeg,0.1,0.1,estimated_weight_no_gate_clip_20,0.18202764976958524,0.0,0.018202764976958462,0.3491353001017294,0.6508646998982706
hashing,ffmpeg,0.1,0.1,estimated_weight_no_gate_clip_50,0.0672811059907834,0.0,0.00672811059907834,0.3220752797558494,0.6779247202441506
hashing,ffmpeg,0.1,0.1,forced_argmax,3.6036866359447,0.18869565217391301,0.36036866359447,1.0,0.0
hashing,ffmpeg,0.1,0.1,msp_matched_unweighted_mondrian,0.9746543778801844,0.013043478260869521,0.09746543778801839,0.49643947100712105,0.5035605289928788
hashing,ffmpeg,0.1,0.1,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.1,pooled_split_conformal,1.0691244239631335,0.019999999999999962,0.10691244239631333,0.5163784333672432,0.48362156663275685
hashing,ffmpeg,0.1,0.1,prom_derived_aps,0.0,0.0,0.0,0.16581892166836215,0.8341810783316379
hashing,ffmpeg,0.1,0.1,prom_derived_lac,1.0691244239631335,0.019999999999999962,0.10691244239631333,0.5163784333672432,0.48362156663275685
hashing,ffmpeg,0.1,0.1,prom_derived_raps,0.0,0.0,0.0,0.16500508646998976,0.8349949135300102
hashing,ffmpeg,0.1,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.1,temperature_msp_matched_unweighted_mondrian,0.9746543778801844,0.013043478260869521,0.09746543778801839,0.49643947100712105,0.5035605289928788
hashing,ffmpeg,0.1,0.1,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.1,unweighted_mondrian,1.0714285714285714,0.00956521739130432,0.1071428571428571,0.49643947100712105,0.5035605289928788
hashing,ffmpeg,0.1,0.1,vultriage_ess_only_clip_10,0.35253456221198143,0.0026086956521739002,0.03525345622119812,0.3702950152594099,0.62970498474059
hashing,ffmpeg,0.1,0.1,vultriage_ess_only_clip_20,0.18202764976958524,0.0,0.018202764976958462,0.3491353001017294,0.6508646998982706
hashing,ffmpeg,0.1,0.1,vultriage_ess_only_clip_50,0.0672811059907834,0.0,0.00672811059907834,0.3220752797558494,0.6779247202441506
hashing,ffmpeg,0.1,0.1,vultriage_full_gate_clip_10,0.35253456221198143,0.0026086956521739002,0.03525345622119812,0.3702950152594099,0.62970498474059
hashing,ffmpeg,0.1,0.1,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.1,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.1,vultriage_infinity_only_clip_10,0.35253456221198143,0.0026086956521739002,0.03525345622119812,0.3702950152594099,0.62970498474059
hashing,ffmpeg,0.1,0.1,vultriage_infinity_only_clip_20,0.18202764976958524,0.0,0.018202764976958462,0.3491353001017294,0.6508646998982706
hashing,ffmpeg,0.1,0.1,vultriage_infinity_only_clip_50,0.0672811059907834,0.0,0.00672811059907834,0.3220752797558494,0.6779247202441506
hashing,ffmpeg,0.1,0.2,entropy_matched_unweighted_mondrian,0.928230815467842,0.0895652173913043,0.1048387096774193,0.7033570701932859,0.2966429298067141
hashing,ffmpeg,0.1,0.2,estimated_weight_no_gate_clip_10,0.5138248847926267,0.0026086956521739002,0.10276497695852527,0.5517802644964395,0.4482197355035605
hashing,ffmpeg,0.1,0.2,estimated_weight_no_gate_clip_20,0.32949308755760365,0.0,0.06589861751152067,0.5086469989827059,0.49135300101729407
hashing,ffmpeg,0.1,0.2,estimated_weight_no_gate_clip_50,0.140552995391705,0.0,0.02811059907834096,0.46286876907426244,0.5371312309257374
hashing,ffmpeg,0.1,0.2,forced_argmax,1.8869565217391304,0.18869565217391301,0.26036866359447003,1.0,0.0
hashing,ffmpeg,0.1,0.2,msp_matched_unweighted_mondrian,0.928230815467842,0.0895652173913043,0.1048387096774193,0.7033570701932859,0.2966429298067141
hashing,ffmpeg,0.1,0.2,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.2,pooled_split_conformal,0.24804648367060703,0.019999999999999962,0.014331797235023019,0.5163784333672432,0.48362156663275685
hashing,ffmpeg,0.1,0.2,prom_derived_aps,0.0,0.0,0.0,0.16581892166836215,0.8341810783316379
hashing,ffmpeg,0.1,0.2,prom_derived_lac,0.24804648367060703,0.019999999999999962,0.014331797235023019,0.5163784333672432,0.48362156663275685
hashing,ffmpeg,0.1,0.2,prom_derived_raps,0.0,0.0,0.0,0.16500508646998976,0.8349949135300102
hashing,ffmpeg,0.1,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.2,temperature_msp_matched_unweighted_mondrian,0.928230815467842,0.0895652173913043,0.1048387096774193,0.7033570701932859,0.2966429298067141
hashing,ffmpeg,0.1,0.2,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.2,unweighted_mondrian,1.0080645161290323,0.00956521739130432,0.2016129032258064,0.7033570701932859,0.2966429298067141
hashing,ffmpeg,0.1,0.2,vultriage_ess_only_clip_10,0.5138248847926267,0.0026086956521739002,0.10276497695852527,0.5517802644964395,0.4482197355035605
hashing,ffmpeg,0.1,0.2,vultriage_ess_only_clip_20,0.32949308755760365,0.0,0.06589861751152067,0.5086469989827059,0.49135300101729407
hashing,ffmpeg,0.1,0.2,vultriage_ess_only_clip_50,0.140552995391705,0.0,0.02811059907834096,0.46286876907426244,0.5371312309257374
hashing,ffmpeg,0.1,0.2,vultriage_full_gate_clip_10,0.5138248847926267,0.0026086956521739002,0.10276497695852527,0.5517802644964395,0.4482197355035605
hashing,ffmpeg,0.1,0.2,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.2,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ffmpeg,0.1,0.2,vultriage_infinity_only_clip_10,0.5138248847926267,0.0026086956521739002,0.10276497695852527,0.5517802644964395,0.4482197355035605
hashing,ffmpeg,0.1,0.2,vultriage_infinity_only_clip_20,0.32949308755760365,0.0,0.06589861751152067,0.5086469989827059,0.49135300101729407
hashing,ffmpeg,0.1,0.2,vultriage_infinity_only_clip_50,0.140552995391705,0.0,0.02811059907834096,0.46286876907426244,0.5371312309257374
hashing,ghostpdl,0.01,0.05,entropy_matched_unweighted_mondrian,2.853211009174312,0.028532110091743102,0.0,0.07473498233215543,0.9252650176678445
hashing,ghostpdl,0.01,0.05,estimated_weight_no_gate_clip_10,0.0,0.0,0.0,0.0671378091872791,0.9328621908127209
hashing,ghostpdl,0.01,0.05,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.06802120141342753,0.9319787985865725
hashing,ghostpdl,0.01,0.05,estimated_weight_no_gate_clip_50,0.0,0.0,0.0,0.06342756183745578,0.9365724381625441
hashing,ghostpdl,0.01,0.05,forced_argmax,45.42201834862386,0.4542201834862385,0.21256109481915927,1.0,0.0
hashing,ghostpdl,0.01,0.05,msp_matched_unweighted_mondrian,2.853211009174312,0.028532110091743102,0.0,0.07473498233215543,0.9252650176678445
hashing,ghostpdl,0.01,0.05,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,pooled_split_conformal,0.1669724770642202,0.0016697247706421998,0.0,0.03303886925795048,0.9669611307420494
hashing,ghostpdl,0.01,0.05,prom_derived_aps,0.0,0.0,0.0,0.0015901060070671199,0.9984098939929329
hashing,ghostpdl,0.01,0.05,prom_derived_lac,0.1669724770642202,0.0016697247706421998,0.0,0.03303886925795048,0.9669611307420494
hashing,ghostpdl,0.01,0.05,prom_derived_raps,0.0,0.0,0.0,0.0017667844522968,0.9982332155477032
hashing,ghostpdl,0.01,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,temperature_msp_matched_unweighted_mondrian,2.853211009174312,0.028532110091743102,0.0,0.07473498233215543,0.9252650176678445
hashing,ghostpdl,0.01,0.05,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,unweighted_mondrian,0.02228739002932548,0.0,0.00111436950146626,0.07473498233215543,0.9252650176678445
hashing,ghostpdl,0.01,0.05,vultriage_ess_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_ess_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_ess_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_full_gate_clip_10,0.0,0.0,0.0,0.0671378091872791,0.9328621908127209
hashing,ghostpdl,0.01,0.05,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_infinity_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.05,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,entropy_matched_unweighted_mondrian,7.440366972477065,0.0744036697247706,0.0,0.14893992932862188,0.8510600706713781
hashing,ghostpdl,0.01,0.1,estimated_weight_no_gate_clip_10,0.087585532746823,0.0,0.00875855327468226,0.13621908127208476,0.8637809187279151
hashing,ghostpdl,0.01,0.1,estimated_weight_no_gate_clip_20,0.08758553274682303,0.0,0.008758553274682281,0.13922261484098936,0.8607773851590107
hashing,ghostpdl,0.01,0.1,estimated_weight_no_gate_clip_50,0.08758553274682299,0.0,0.00875855327468226,0.14257950530035332,0.8574204946996467
hashing,ghostpdl,0.01,0.1,forced_argmax,45.42201834862386,0.4542201834862385,0.16256109481915929,1.0,0.0
hashing,ghostpdl,0.01,0.1,msp_matched_unweighted_mondrian,7.440366972477065,0.0744036697247706,0.0,0.14893992932862188,0.8510600706713781
hashing,ghostpdl,0.01,0.1,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,pooled_split_conformal,0.1669724770642202,0.0016697247706421998,0.0,0.03303886925795048,0.9669611307420494
hashing,ghostpdl,0.01,0.1,prom_derived_aps,0.0,0.0,0.0,0.0015901060070671199,0.9984098939929329
hashing,ghostpdl,0.01,0.1,prom_derived_lac,0.1669724770642202,0.0016697247706421998,0.0,0.03303886925795048,0.9669611307420494
hashing,ghostpdl,0.01,0.1,prom_derived_raps,0.0,0.0,0.0,0.0017667844522968,0.9982332155477032
hashing,ghostpdl,0.01,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,temperature_msp_matched_unweighted_mondrian,7.440366972477065,0.0744036697247706,0.0,0.14893992932862188,0.8510600706713781
hashing,ghostpdl,0.01,0.1,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,unweighted_mondrian,0.13587487781036156,0.0,0.01358748778103612,0.14893992932862188,0.8510600706713781
hashing,ghostpdl,0.01,0.1,vultriage_ess_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_ess_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_ess_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_full_gate_clip_10,0.087585532746823,0.0,0.00875855327468226,0.13621908127208476,0.8637809187279151
hashing,ghostpdl,0.01,0.1,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_infinity_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.1,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,entropy_matched_unweighted_mondrian,12.027522935779817,0.12027522935779811,0.0,0.2704946996466431,0.7295053003533568
hashing,ghostpdl,0.01,0.2,estimated_weight_no_gate_clip_10,0.06158357771260988,0.0,0.01231671554252192,0.2507067137809187,0.7492932862190813
hashing,ghostpdl,0.01,0.2,estimated_weight_no_gate_clip_20,0.06060606060606052,0.0,0.01212121212121206,0.2537102473498233,0.7462897526501766
hashing,ghostpdl,0.01,0.2,estimated_weight_no_gate_clip_50,0.07820136852394907,0.0,0.015640273704789782,0.2609540636042403,0.7390459363957598
hashing,ghostpdl,0.01,0.2,forced_argmax,45.42201834862386,0.4542201834862385,0.06256109481915928,1.0,0.0
hashing,ghostpdl,0.01,0.2,msp_matched_unweighted_mondrian,12.027522935779817,0.12027522935779811,0.0,0.2704946996466431,0.7295053003533568
hashing,ghostpdl,0.01,0.2,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,pooled_split_conformal,0.1669724770642202,0.0016697247706421998,0.0,0.03303886925795048,0.9669611307420494
hashing,ghostpdl,0.01,0.2,prom_derived_aps,0.0,0.0,0.0,0.0015901060070671199,0.9984098939929329
hashing,ghostpdl,0.01,0.2,prom_derived_lac,0.1669724770642202,0.0016697247706421998,0.0,0.03303886925795048,0.9669611307420494
hashing,ghostpdl,0.01,0.2,prom_derived_raps,0.0,0.0,0.0,0.0017667844522968,0.9982332155477032
hashing,ghostpdl,0.01,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,temperature_msp_matched_unweighted_mondrian,12.027522935779817,0.12027522935779811,0.0,0.2704946996466431,0.7295053003533568
hashing,ghostpdl,0.01,0.2,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,unweighted_mondrian,0.12121212121212113,0.0,0.024242424242424197,0.2704946996466431,0.7295053003533568
hashing,ghostpdl,0.01,0.2,vultriage_ess_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_ess_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_ess_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_full_gate_clip_10,0.06158357771260988,0.0,0.01231671554252192,0.2507067137809187,0.7492932862190813
hashing,ghostpdl,0.01,0.2,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_infinity_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,ghostpdl,0.01,0.2,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
