detector,target_group,alpha_vulnerable,alpha_safe,method,vulnerable_violation,safe_violation,max_relative_violation,singleton_coverage,review_load,pr_auc,brier,f1,mcc
codebert,FreeRDP,0.1,0.2,vultriage_full_gate_clip_20,0.4957446808510638,0.0,4.957446808510638,0.8018018018018018,0.1981981981981982,0.12682293810450482,0.1725428080244578,0.20567375886524825,0.0815284598416891
codebert,envoy,0.01,0.05,estimated_weight_no_gate_clip_20,0.04042016806722689,0.0,4.042016806722689,0.1267928858290304,0.8732071141709696,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.05,unweighted_mondrian,0.08243697478991598,0.0,8.243697478991598,0.18722509083954866,0.8127749091604514,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.05,vultriage_full_gate_clip_20,0.04042016806722689,0.0,4.042016806722689,0.1267928858290304,0.8732071141709696,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.1,estimated_weight_no_gate_clip_20,0.04042016806722689,0.0,4.042016806722689,0.19468349588831516,0.8053165041116849,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.1,unweighted_mondrian,0.08243697478991598,0.0,8.243697478991598,0.23484413845859628,0.7651558615414037,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.1,vultriage_full_gate_clip_20,0.04042016806722689,0.0,4.042016806722689,0.19468349588831516,0.8053165041116849,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.2,estimated_weight_no_gate_clip_20,0.04042016806722689,0.06207172911240233,4.042016806722689,0.36221074775291645,0.6377892522470836,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.2,unweighted_mondrian,0.08243697478991598,0.00997796032859144,8.243697478991598,0.372346528973035,0.627653471026965,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.01,0.2,vultriage_full_gate_clip_20,0.04042016806722689,0.06207172911240233,4.042016806722689,0.36221074775291645,0.6377892522470836,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.05,0.05,estimated_weight_no_gate_clip_20,0.10546218487394958,0.0,2.1092436974789917,0.2642952763434691,0.7357047236565308,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.05,0.05,unweighted_mondrian,0.223109243697479,0.0,4.462184873949579,0.3782750047810289,0.6217249952189712,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
codebert,envoy,0.05,0.05,vultriage_full_gate_clip_20,0.10546218487394958,0.0,2.1092436974789917,0.2642952763434691,0.7357047236565308,0.07417094287335807,0.1917780413067091,0.09652928416485901,0.03162923743323539
