detector,target_group,alpha_vulnerable,alpha_safe,method_baseline,max_relative_violation_baseline,vulnerable_violation_baseline,safe_violation_baseline,singleton_coverage_baseline,review_load_baseline,method_weighted,max_relative_violation_weighted,vulnerable_violation_weighted,safe_violation_weighted,singleton_coverage_weighted,review_load_weighted,baseline_worst_violation,weighted_worst_violation
codebert,linux,0.05,0.05,unweighted_mondrian,4.930079155672822,0.246503957783641,0.0,0.5334041907075615,0.4665958092924384,estimated_weight_no_gate_clip_20,2.9445910290237465,0.1472295514511873,0.0,0.4257212268448223,0.5742787731551776,4.930079155672822,2.9445910290237465
codebert,linux,0.05,0.1,unweighted_mondrian,4.930079155672822,0.246503957783641,0.0,0.5682356513817188,0.4317643486182813,estimated_weight_no_gate_clip_20,2.9445910290237465,0.1472295514511873,0.0,0.4719404798056483,0.5280595201943517,4.930079155672822,2.9445910290237465
codebert,linux,0.05,0.2,unweighted_mondrian,4.930079155672822,0.246503957783641,0.0,0.6493470999088976,0.3506529000911023,estimated_weight_no_gate_clip_20,2.9445910290237465,0.1472295514511873,0.0,0.5897965381111449,0.4102034618888551,4.930079155672822,2.9445910290237465
codebert,linux,0.1,0.05,unweighted_mondrian,3.267810026385225,0.3267810026385224,0.0,0.6765563316125114,0.3234436683874886,estimated_weight_no_gate_clip_20,1.9254617414248016,0.1925461741424801,0.0,0.5489523231096265,0.4510476768903735,3.267810026385225,1.9254617414248016
codebert,linux,0.1,0.1,unweighted_mondrian,3.267810026385225,0.3267810026385224,0.0,0.7113877922866687,0.2886122077133313,estimated_weight_no_gate_clip_20,1.9254617414248016,0.1925461741424801,0.0,0.5951715760704525,0.4048284239295475,3.267810026385225,1.9254617414248016
codebert,linux,0.1,0.2,unweighted_mondrian,3.267810026385225,0.3267810026385224,0.0,0.7924992408138476,0.2075007591861524,estimated_weight_no_gate_clip_20,1.9254617414248016,0.1925461741424801,0.0,0.713027634375949,0.286972365624051,3.267810026385225,1.9254617414248016
codebert,mongo,0.01,0.05,unweighted_mondrian,7.035714285714287,0.0703571428571428,0.0,0.2417205938332697,0.7582794061667301,estimated_weight_no_gate_clip_20,1.6785714285714284,0.0167857142857142,0.0,0.0860296916634944,0.9139703083365056,7.035714285714287,1.6785714285714284
codebert,mongo,0.01,0.1,unweighted_mondrian,7.035714285714287,0.0703571428571428,0.0,0.2915873620098972,0.7084126379901028,estimated_weight_no_gate_clip_20,1.6785714285714284,0.0167857142857142,0.0037773359840954,0.1564522268747621,0.8435477731252379,7.035714285714287,1.6785714285714284
codebert,mongo,0.01,0.2,unweighted_mondrian,7.035714285714287,0.0703571428571428,0.0,0.3837076513132851,0.6162923486867149,estimated_weight_no_gate_clip_20,1.6785714285714284,0.0167857142857142,0.05168986083499,0.3087171678720974,0.6912828321279025,7.035714285714287,1.6785714285714284
codebert,mongo,0.05,0.05,unweighted_mondrian,3.107142857142857,0.1553571428571428,0.0,0.4651693947468595,0.5348306052531404,estimated_weight_no_gate_clip_20,2.75,0.1375,0.0,0.4465169394746858,0.553483060525314,3.107142857142857,2.75
codebert,mongo,0.05,0.1,unweighted_mondrian,3.107142857142857,0.1553571428571428,0.0,0.5150361629234869,0.4849638370765131,estimated_weight_no_gate_clip_20,2.75,0.1375,0.0037773359840954,0.5169394746859536,0.4830605253140464,3.107142857142857,2.75
codebert,mongo,0.05,0.2,unweighted_mondrian,3.107142857142857,0.1553571428571428,0.0,0.6071564522268748,0.3928435477731252,estimated_weight_no_gate_clip_20,2.75,0.1375,0.05168986083499,0.6692044156832889,0.3307955843167111,3.107142857142857,2.75
codebert,mongo,0.1,0.05,unweighted_mondrian,2.125,0.2125,0.0,0.625428245146555,0.374571754853445,estimated_weight_no_gate_clip_20,3.375,0.3375,0.0,0.7913970308336505,0.2086029691663494,2.125,3.375
codebert,mongo,0.1,0.1,unweighted_mondrian,2.125,0.2125,0.0,0.6752950133231823,0.3247049866768177,estimated_weight_no_gate_clip_20,3.375,0.3375,0.0037773359840954,0.8618195660449182,0.1381804339550818,2.125,3.375
codebert,mongo,0.1,0.2,unweighted_mondrian,2.125,0.2125,0.0,0.7674153026265702,0.2325846973734297,estimated_weight_no_gate_clip_20,3.375,0.3375,0.05168986083499,0.9859154929577464,0.0140845070422534,2.125,3.375
codebert,mysql-server,0.01,0.05,unweighted_mondrian,1.8169014084507045,0.018169014084507,0.0,0.2957269411151641,0.7042730588848358,estimated_weight_no_gate_clip_20,1.8169014084507045,0.018169014084507,0.0,0.3454924439812402,0.6545075560187598,1.8169014084507045,1.8169014084507045
codebert,mysql-server,0.01,0.1,unweighted_mondrian,1.8169014084507045,0.018169014084507,0.0,0.3501823866597186,0.6498176133402814,estimated_weight_no_gate_clip_20,1.8169014084507045,0.018169014084507,0.0,0.3884835852006253,0.6115164147993747,1.8169014084507045,1.8169014084507045
codebert,mysql-server,0.01,0.2,unweighted_mondrian,1.8169014084507045,0.018169014084507,0.0045454545454545,0.4616988014590932,0.5383011985409067,estimated_weight_no_gate_clip_20,1.8169014084507045,0.018169014084507,0.0,0.4744658676393955,0.5255341323606045,1.8169014084507045,1.8169014084507045
codebert,mysql-server,0.05,0.05,unweighted_mondrian,0.0,0.0,0.0,0.4971339239187076,0.5028660760812923,estimated_weight_no_gate_clip_20,0.4084507042253521,0.0204225352112676,0.0,0.6018759770713914,0.3981240229286086,0.0,0.4084507042253521
codebert,mysql-server,0.05,0.1,unweighted_mondrian,0.0,0.0,0.0,0.5515893694632621,0.4484106305367379,estimated_weight_no_gate_clip_20,0.4084507042253521,0.0204225352112676,0.0,0.6448671182907765,0.3551328817092236,0.0,0.4084507042253521
codebert,mysql-server,0.05,0.2,unweighted_mondrian,0.0227272727272727,0.0,0.0045454545454545,0.6631057842626368,0.3368942157373632,estimated_weight_no_gate_clip_20,0.4084507042253521,0.0204225352112676,0.0,0.7308494007295466,0.2691505992704534,0.0227272727272727,0.4084507042253521
codebert,mysql-server,0.1,0.05,unweighted_mondrian,0.0,0.0,0.0,0.6221990620114644,0.3778009379885357,estimated_weight_no_gate_clip_20,0.7605633802816899,0.076056338028169,0.0,0.694893173527879,0.3051068264721209,0.0,0.7605633802816899
codebert,mysql-server,0.1,0.1,unweighted_mondrian,0.0,0.0,0.0,0.6766545075560187,0.3233454924439812,estimated_weight_no_gate_clip_20,0.7605633802816899,0.076056338028169,0.0,0.7378843147472642,0.2621156852527358,0.0,0.7605633802816899
codebert,mysql-server,0.1,0.2,unweighted_mondrian,0.0227272727272727,0.0,0.0045454545454545,0.7881709223553934,0.2118290776446065,estimated_weight_no_gate_clip_20,0.7605633802816899,0.076056338028169,0.0,0.8238665971860344,0.1761334028139656,0.0227272727272727,0.7605633802816899
codebert,net,0.01,0.05,unweighted_mondrian,0.0,0.0,0.0,0.1441988950276243,0.8558011049723756,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.0977900552486187,0.9022099447513812,0.0,0.0
codebert,net,0.01,0.1,unweighted_mondrian,0.0,0.0,0.0,0.1933701657458563,0.8066298342541437,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.1580110497237569,0.841988950276243,0.0,0.0
codebert,net,0.01,0.2,unweighted_mondrian,0.0,0.0,0.0,0.3232044198895027,0.6767955801104972,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.2767955801104972,0.7232044198895028,0.0,0.0
codebert,net,0.05,0.05,unweighted_mondrian,0.0,0.0,0.0,0.3856353591160221,0.6143646408839779,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.3342541436464088,0.6657458563535912,0.0,0.0
codebert,net,0.05,0.1,unweighted_mondrian,0.0,0.0,0.0,0.4348066298342541,0.5651933701657459,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.3944751381215469,0.605524861878453,0.0,0.0
codebert,net,0.05,0.2,unweighted_mondrian,0.0,0.0,0.0,0.5646408839779006,0.4353591160220994,estimated_weight_no_gate_clip_20,0.0,0.0,0.0,0.5132596685082873,0.4867403314917126,0.0,0.0
codebert,net,0.1,0.05,unweighted_mondrian,0.4655172413793101,0.046551724137931,0.0,0.5596685082872929,0.4403314917127072,estimated_weight_no_gate_clip_20,0.0344827586206895,0.0034482758620689,0.0,0.5171270718232044,0.4828729281767955,0.4655172413793101,0.0344827586206895
codebert,net,0.1,0.1,unweighted_mondrian,0.4655172413793101,0.046551724137931,0.0,0.6088397790055249,0.3911602209944751,estimated_weight_no_gate_clip_20,0.0344827586206895,0.0034482758620689,0.0,0.5773480662983426,0.4226519337016573,0.4655172413793101,0.0344827586206895
codebert,net,0.1,0.2,unweighted_mondrian,0.4655172413793101,0.046551724137931,0.0,0.7386740331491712,0.2613259668508287,estimated_weight_no_gate_clip_20,0.0344827586206895,0.0034482758620689,0.0,0.6961325966850829,0.3038674033149171,0.4655172413793101,0.0344827586206895
codebert,openssl,0.01,0.05,unweighted_mondrian,2.3628318584070795,0.0236283185840707,0.0046606812780565,0.2764246323529412,0.7235753676470589,estimated_weight_no_gate_clip_20,1.831858407079645,0.0183185840707964,0.0,0.2408088235294117,0.7591911764705882,2.3628318584070795,1.831858407079645
codebert,openssl,0.01,0.1,unweighted_mondrian,2.3628318584070795,0.0236283185840707,0.0164510166358595,0.3529411764705882,0.6470588235294118,estimated_weight_no_gate_clip_20,1.831858407079645,0.0183185840707964,0.0,0.2941176470588235,0.7058823529411765,2.3628318584070795,1.831858407079645
codebert,openssl,0.01,0.2,unweighted_mondrian,2.3628318584070795,0.0236283185840707,0.0379191972537628,0.4910386029411764,0.5089613970588235,estimated_weight_no_gate_clip_20,1.831858407079645,0.0183185840707964,0.0,0.4124540441176471,0.5875459558823529,2.3628318584070795,1.831858407079645
codebert,openssl,0.05,0.05,unweighted_mondrian,1.47787610619469,0.0738938053097345,0.0046606812780565,0.4457720588235293,0.5542279411764706,estimated_weight_no_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.4595588235294117,0.5404411764705882,1.47787610619469,1.6902654867256637
codebert,openssl,0.05,0.1,unweighted_mondrian,1.47787610619469,0.0738938053097345,0.0164510166358595,0.5222886029411765,0.4777113970588235,estimated_weight_no_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.4871323529411764,1.47787610619469,1.6902654867256637
codebert,openssl,0.05,0.2,unweighted_mondrian,1.47787610619469,0.0738938053097345,0.0379191972537628,0.6603860294117647,0.3396139705882353,estimated_weight_no_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.6312040441176471,0.3687959558823529,1.47787610619469,1.6902654867256637
codebert,openssl,0.1,0.05,unweighted_mondrian,0.8584070796460177,0.0858407079646017,0.0046606812780565,0.5484834558823529,0.4515165441176471,estimated_weight_no_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.5592830882352942,0.4407169117647059,0.8584070796460177,0.929203539823009
codebert,openssl,0.1,0.1,unweighted_mondrian,0.8584070796460177,0.0858407079646017,0.0164510166358595,0.625,0.375,estimated_weight_no_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941,0.8584070796460177,0.929203539823009
codebert,openssl,0.1,0.2,unweighted_mondrian,0.8584070796460177,0.0858407079646017,0.0379191972537628,0.7630974264705882,0.2369025735294117,estimated_weight_no_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705,0.8584070796460177,0.929203539823009
codebert,php,0.01,0.05,unweighted_mondrian,2.39943342776204,0.0239943342776203,0.0,0.2792316258351893,0.7207683741648107,estimated_weight_no_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.294543429844098,0.705456570155902,2.39943342776204,2.6827195467422094
codebert,php,0.01,0.1,unweighted_mondrian,2.39943342776204,0.0239943342776203,0.0,0.3279510022271715,0.6720489977728286,estimated_weight_no_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.3393652561247216,0.6606347438752784,2.39943342776204,2.6827195467422094
codebert,php,0.01,0.2,unweighted_mondrian,2.39943342776204,0.0239943342776203,0.0,0.4086859688195991,0.5913140311804009,estimated_weight_no_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.4162026726057906,0.5837973273942093,2.39943342776204,2.6827195467422094
codebert,php,0.05,0.05,unweighted_mondrian,0.9830028328611896,0.0491501416430594,0.0,0.4663140311804009,0.5336859688195991,estimated_weight_no_gate_clip_20,1.3229461756373937,0.0661473087818696,0.0,0.4841314031180401,0.51586859688196,0.9830028328611896,1.3229461756373937
codebert,php,0.05,0.1,unweighted_mondrian,0.9830028328611896,0.0491501416430594,0.0,0.515033407572383,0.4849665924276169,estimated_weight_no_gate_clip_20,1.3229461756373937,0.0661473087818696,0.0,0.5289532293986637,0.4710467706013362,0.9830028328611896,1.3229461756373937
codebert,php,0.05,0.2,unweighted_mondrian,0.9830028328611896,0.0491501416430594,0.0,0.5957683741648107,0.4042316258351893,estimated_weight_no_gate_clip_20,1.3229461756373937,0.0661473087818696,0.0,0.6057906458797327,0.3942093541202672,0.9830028328611896,1.3229461756373937
codebert,php,0.1,0.05,unweighted_mondrian,1.2096317280453257,0.1209631728045325,0.0,0.6391982182628062,0.3608017817371937,estimated_weight_no_gate_clip_20,1.2662889518413596,0.1266288951841359,0.0,0.6489420935412027,0.3510579064587973,1.2096317280453257,1.2662889518413596
codebert,php,0.1,0.1,unweighted_mondrian,1.2096317280453257,0.1209631728045325,0.0,0.6879175946547884,0.3120824053452116,estimated_weight_no_gate_clip_20,1.2662889518413596,0.1266288951841359,0.0,0.6937639198218263,0.3062360801781737,1.2096317280453257,1.2662889518413596
codebert,php,0.1,0.2,unweighted_mondrian,1.2096317280453257,0.1209631728045325,0.0,0.768652561247216,0.2313474387527839,estimated_weight_no_gate_clip_20,1.2662889518413596,0.1266288951841359,0.0,0.7706013363028953,0.2293986636971046,1.2096317280453257,1.2662889518413596
codebert,postgres,0.01,0.05,unweighted_mondrian,0.948051948051948,0.0094805194805194,0.0116075071399428,0.2226487523992322,0.7773512476007678,estimated_weight_no_gate_clip_20,0.948051948051948,0.0094805194805194,0.0222154222766217,0.2226487523992322,0.7773512476007678,0.948051948051948,0.948051948051948
codebert,postgres,0.01,0.1,unweighted_mondrian,0.948051948051948,0.0094805194805194,0.0223990208078335,0.2882917466410749,0.7117082533589252,estimated_weight_no_gate_clip_20,0.948051948051948,0.0094805194805194,0.0199510403916768,0.2744721689059501,0.72552783109405,0.948051948051948,0.948051948051948
codebert,postgres,0.01,0.2,unweighted_mondrian,0.948051948051948,0.0094805194805194,0.0570379436964504,0.4268714011516314,0.5731285988483685,estimated_weight_no_gate_clip_20,0.948051948051948,0.0094805194805194,0.0358221134230926,0.3938579654510556,0.6061420345489443,0.948051948051948,0.948051948051948
codebert,postgres,0.05,0.05,unweighted_mondrian,0.2321501427988575,0.0,0.0116075071399428,0.4656429942418426,0.5343570057581574,estimated_weight_no_gate_clip_20,0.4443084455324356,0.0,0.0222154222766217,0.4894433781190018,0.510556621880998,0.2321501427988575,0.4443084455324356
codebert,postgres,0.05,0.1,unweighted_mondrian,0.2239902080783352,0.0,0.0223990208078335,0.5312859884836852,0.4687140115163147,estimated_weight_no_gate_clip_20,0.1995104039167686,0.0,0.0199510403916768,0.5412667946257198,0.4587332053742802,0.2239902080783352,0.1995104039167686
codebert,postgres,0.05,0.2,unweighted_mondrian,0.2851897184822521,0.0,0.0570379436964504,0.6698656429942419,0.3301343570057581,estimated_weight_no_gate_clip_20,0.179110567115463,0.0,0.0358221134230926,0.6606525911708253,0.3393474088291747,0.2851897184822521,0.179110567115463
codebert,postgres,0.1,0.05,unweighted_mondrian,0.2321501427988575,0.0168831168831168,0.0116075071399428,0.5930902111324377,0.4069097888675624,estimated_weight_no_gate_clip_20,0.4443084455324356,0.0168831168831168,0.0222154222766217,0.5965451055662188,0.4034548944337811,0.2321501427988575,0.4443084455324356
codebert,postgres,0.1,0.1,unweighted_mondrian,0.2239902080783352,0.0168831168831168,0.0223990208078335,0.6587332053742803,0.3412667946257198,estimated_weight_no_gate_clip_20,0.1995104039167686,0.0168831168831168,0.0199510403916768,0.6483685220729367,0.3516314779270633,0.2239902080783352,0.1995104039167686
codebert,postgres,0.1,0.2,unweighted_mondrian,0.2851897184822521,0.0168831168831168,0.0570379436964504,0.7973128598848368,0.2026871401151631,estimated_weight_no_gate_clip_20,0.179110567115463,0.0168831168831168,0.0358221134230926,0.7677543186180422,0.2322456813819577,0.2851897184822521,0.179110567115463
codebert,qemu,0.01,0.05,unweighted_mondrian,2.8461538461538463,0.0284615384615384,0.0,0.1940015186028853,0.8059984813971146,estimated_weight_no_gate_clip_20,20.89349112426036,0.2089349112426035,0.0,0.4305239179954442,0.5694760820045558,2.8461538461538463,20.89349112426036
codebert,qemu,0.01,0.1,unweighted_mondrian,2.8461538461538463,0.0284615384615384,0.0,0.2342444950645406,0.7657555049354594,estimated_weight_no_gate_clip_20,20.89349112426036,0.2089349112426035,0.0,0.4540622627182992,0.5459377372817008,2.8461538461538463,20.89349112426036
codebert,qemu,0.01,0.2,unweighted_mondrian,2.8461538461538463,0.0284615384615384,0.0,0.3538344722854973,0.6461655277145026,estimated_weight_no_gate_clip_20,20.89349112426036,0.2089349112426035,0.0,0.5451784358390281,0.4548215641609719,2.8461538461538463,20.89349112426036
codebert,qemu,0.05,0.05,unweighted_mondrian,3.8520710059171592,0.1926035502958579,0.0,0.4639331814730448,0.5360668185269551,estimated_weight_no_gate_clip_20,6.396449704142012,0.3198224852071006,0.0,0.6100987091875475,0.3899012908124525,3.8520710059171592,6.396449704142012
codebert,qemu,0.05,0.1,unweighted_mondrian,3.8520710059171592,0.1926035502958579,0.0,0.5041761579347,0.4958238420652999,estimated_weight_no_gate_clip_20,6.396449704142012,0.3198224852071006,0.0,0.6336370539104025,0.3663629460895976,3.8520710059171592,6.396449704142012
codebert,qemu,0.05,0.2,unweighted_mondrian,3.8520710059171592,0.1926035502958579,0.0,0.6237661351556568,0.3762338648443432,estimated_weight_no_gate_clip_20,6.396449704142012,0.3198224852071006,0.0,0.7247532270311313,0.2752467729688686,3.8520710059171592,6.396449704142012
codebert,qemu,0.1,0.05,unweighted_mondrian,2.7869822485207094,0.2786982248520709,0.0,0.6256643887623387,0.3743356112376613,estimated_weight_no_gate_clip_20,3.674556213017751,0.3674556213017751,0.0,0.7209567198177677,0.2790432801822323,2.7869822485207094,3.674556213017751
codebert,qemu,0.1,0.1,unweighted_mondrian,2.7869822485207094,0.2786982248520709,0.0,0.665907365223994,0.3340926347760061,estimated_weight_no_gate_clip_20,3.674556213017751,0.3674556213017751,0.0,0.7444950645406226,0.2555049354593773,2.7869822485207094,3.674556213017751
codebert,qemu,0.1,0.2,unweighted_mondrian,2.7869822485207094,0.2786982248520709,0.0,0.7854973424449506,0.2145026575550493,estimated_weight_no_gate_clip_20,3.674556213017751,0.3674556213017751,0.0,0.8356112376613517,0.1643887623386484,2.7869822485207094,3.674556213017751
codebert,qpdf,0.01,0.05,unweighted_mondrian,9.661764705882351,0.0966176470588235,0.0,0.4076147816349384,0.5923852183650616,estimated_weight_no_gate_clip_20,16.647058823529413,0.1664705882352941,0.0,0.5128779395296752,0.4871220604703247,9.661764705882351,16.647058823529413
codebert,qpdf,0.01,0.1,unweighted_mondrian,9.661764705882351,0.0966176470588235,0.0,0.4641657334826428,0.5358342665173572,estimated_weight_no_gate_clip_20,16.647058823529413,0.1664705882352941,0.0,0.5571108622620381,0.4428891377379619,9.661764705882351,16.647058823529413
codebert,qpdf,0.01,0.2,unweighted_mondrian,9.661764705882351,0.0966176470588235,0.0,0.5531914893617021,0.4468085106382978,estimated_weight_no_gate_clip_20,16.647058823529413,0.1664705882352941,0.0,0.6416573348264277,0.3583426651735722,9.661764705882351,16.647058823529413
codebert,qpdf,0.05,0.05,unweighted_mondrian,3.485294117647059,0.1742647058823529,0.0,0.5755879059350504,0.4244120940649497,estimated_weight_no_gate_clip_20,5.102941176470589,0.2551470588235294,0.0,0.6265397536394177,0.3734602463605823,3.485294117647059,5.102941176470589
codebert,qpdf,0.05,0.1,unweighted_mondrian,3.485294117647059,0.1742647058823529,0.0,0.6321388577827548,0.3678611422172452,estimated_weight_no_gate_clip_20,5.102941176470589,0.2551470588235294,0.0,0.6707726763717805,0.3292273236282195,3.485294117647059,5.102941176470589
codebert,qpdf,0.05,0.2,unweighted_mondrian,3.485294117647059,0.1742647058823529,0.0,0.7211646136618141,0.2788353863381859,estimated_weight_no_gate_clip_20,5.102941176470589,0.2551470588235294,0.0,0.7553191489361702,0.2446808510638297,3.485294117647059,5.102941176470589
codebert,qpdf,0.1,0.05,unweighted_mondrian,2.235294117647059,0.2235294117647059,0.0,0.6730123180291153,0.3269876819708847,estimated_weight_no_gate_clip_20,2.8602941176470584,0.2860294117647058,0.0,0.7116461366181411,0.2883538633818589,2.235294117647059,2.8602941176470584
codebert,qpdf,0.1,0.1,unweighted_mondrian,2.235294117647059,0.2235294117647059,0.0,0.7295632698768197,0.2704367301231803,estimated_weight_no_gate_clip_20,2.8602941176470584,0.2860294117647058,0.0,0.7558790593505039,0.244120940649496,2.235294117647059,2.8602941176470584
codebert,qpdf,0.1,0.2,unweighted_mondrian,2.235294117647059,0.2235294117647059,0.0,0.8185890257558791,0.1814109742441209,estimated_weight_no_gate_clip_20,2.8602941176470584,0.2860294117647058,0.0,0.8404255319148938,0.1595744680851064,2.235294117647059,2.8602941176470584
codebert,radare2,0.01,0.05,unweighted_mondrian,2.571428571428571,0.0257142857142857,0.0089459084604715,0.1888198757763975,0.8111801242236025,estimated_weight_no_gate_clip_20,2.571428571428571,0.0257142857142857,0.002011095700416,0.1590062111801242,0.8409937888198759,2.571428571428571,2.571428571428571
codebert,radare2,0.01,0.1,unweighted_mondrian,2.571428571428571,0.0257142857142857,0.0199722607489597,0.253416149068323,0.746583850931677,estimated_weight_no_gate_clip_20,2.571428571428571,0.0257142857142857,0.0,0.2031055900621118,0.7968944099378882,2.571428571428571,2.571428571428571
codebert,radare2,0.01,0.2,unweighted_mondrian,2.571428571428571,0.0257142857142857,0.0447988904299583,0.3906832298136646,0.6093167701863355,estimated_weight_no_gate_clip_20,2.571428571428571,0.0257142857142857,0.0,0.2826086956521739,0.717391304347826,2.571428571428571,2.571428571428571
codebert,radare2,0.05,0.05,unweighted_mondrian,2.333333333333333,0.1166666666666666,0.0089459084604715,0.4211180124223602,0.5788819875776398,estimated_weight_no_gate_clip_20,4.238095238095238,0.2119047619047619,0.002011095700416,0.5260869565217391,0.4739130434782607,2.333333333333333,4.238095238095238
codebert,radare2,0.05,0.1,unweighted_mondrian,2.333333333333333,0.1166666666666666,0.0199722607489597,0.4857142857142856,0.5142857142857142,estimated_weight_no_gate_clip_20,4.238095238095238,0.2119047619047619,0.0,0.5701863354037268,0.4298136645962732,2.333333333333333,4.238095238095238
codebert,radare2,0.05,0.2,unweighted_mondrian,2.333333333333333,0.1166666666666666,0.0447988904299583,0.6229813664596273,0.3770186335403727,estimated_weight_no_gate_clip_20,4.238095238095238,0.2119047619047619,0.0,0.6496894409937888,0.3503105590062111,2.333333333333333,4.238095238095238
codebert,radare2,0.1,0.05,unweighted_mondrian,1.976190476190476,0.1976190476190476,0.0089459084604715,0.5832298136645963,0.4167701863354037,estimated_weight_no_gate_clip_20,2.8095238095238093,0.2809523809523809,0.002011095700416,0.6527950310559006,0.3472049689440993,1.976190476190476,2.8095238095238093
codebert,radare2,0.1,0.1,unweighted_mondrian,1.976190476190476,0.1976190476190476,0.0199722607489597,0.6478260869565218,0.3521739130434783,estimated_weight_no_gate_clip_20,2.8095238095238093,0.2809523809523809,0.0,0.6968944099378882,0.3031055900621118,1.976190476190476,2.8095238095238093
codebert,radare2,0.1,0.2,unweighted_mondrian,1.976190476190476,0.1976190476190476,0.0447988904299583,0.7850931677018633,0.2149068322981366,estimated_weight_no_gate_clip_20,2.8095238095238093,0.2809523809523809,0.0,0.7763975155279503,0.2236024844720497,1.976190476190476,2.8095238095238093
codebert,samba,0.01,0.05,unweighted_mondrian,2.418803418803419,0.0241880341880341,0.0,0.2457929627740948,0.7542070372259051,estimated_weight_no_gate_clip_20,1.564102564102564,0.0156410256410256,0.0,0.2294747577766445,0.7705252422233554,2.418803418803419,1.564102564102564
codebert,samba,0.01,0.1,unweighted_mondrian,2.418803418803419,0.0241880341880341,0.0,0.2998470168281489,0.7001529831718512,estimated_weight_no_gate_clip_20,1.564102564102564,0.0156410256410256,0.0,0.2840387557368689,0.715961244263131,2.418803418803419,1.564102564102564
codebert,samba,0.01,0.2,unweighted_mondrian,2.418803418803419,0.0241880341880341,0.0022776572668112,0.4201937786843447,0.5798062213156553,estimated_weight_no_gate_clip_20,1.564102564102564,0.0156410256410256,0.0049891540130151,0.3941866394696583,0.6058133605303416,2.418803418803419,1.564102564102564
codebert,samba,0.05,0.05,unweighted_mondrian,1.393162393162393,0.0696581196581196,0.0,0.4227434982151963,0.5772565017848037,estimated_weight_no_gate_clip_20,1.393162393162393,0.0696581196581196,0.0,0.4252932177460479,0.5747067822539521,1.393162393162393,1.393162393162393
codebert,samba,0.05,0.1,unweighted_mondrian,1.393162393162393,0.0696581196581196,0.0,0.4767975522692503,0.5232024477307496,estimated_weight_no_gate_clip_20,1.393162393162393,0.0696581196581196,0.0,0.4798572157062722,0.5201427842937277,1.393162393162393,1.393162393162393
codebert,samba,0.05,0.2,unweighted_mondrian,1.393162393162393,0.0696581196581196,0.0022776572668112,0.5971443141254462,0.4028556858745538,estimated_weight_no_gate_clip_20,1.393162393162393,0.0696581196581196,0.0049891540130151,0.5900050994390617,0.4099949005609383,1.393162393162393,1.393162393162393
codebert,samba,0.1,0.05,unweighted_mondrian,1.6495726495726497,0.1649572649572649,0.0,0.5614482406935237,0.4385517593064763,estimated_weight_no_gate_clip_20,1.222222222222222,0.1222222222222222,0.0,0.5537990821009688,0.446200917899031,1.6495726495726497,1.222222222222222
codebert,samba,0.1,0.1,unweighted_mondrian,1.6495726495726497,0.1649572649572649,0.0,0.6155022947475778,0.3844977052524222,estimated_weight_no_gate_clip_20,1.222222222222222,0.1222222222222222,0.0,0.6083630800611932,0.3916369199388067,1.6495726495726497,1.222222222222222
codebert,samba,0.1,0.2,unweighted_mondrian,1.6495726495726497,0.1649572649572649,0.0022776572668112,0.7358490566037735,0.2641509433962264,estimated_weight_no_gate_clip_20,1.222222222222222,0.1222222222222222,0.0049891540130151,0.7185109637939827,0.2814890362060173,1.6495726495726497,1.222222222222222
codebert,tcpdump,0.01,0.05,unweighted_mondrian,1.870813397129187,0.0187081339712918,0.0504566210045662,0.1588785046728972,0.8411214953271028,estimated_weight_no_gate_clip_20,6.655502392344498,0.0665550239234449,0.0,0.1542056074766355,0.8457943925233644,1.870813397129187,6.655502392344498
codebert,tcpdump,0.01,0.1,unweighted_mondrian,1.870813397129187,0.0187081339712918,0.1054794520547945,0.2943925233644859,0.705607476635514,estimated_weight_no_gate_clip_20,6.655502392344498,0.0665550239234449,0.0,0.1962616822429906,0.8037383177570094,1.870813397129187,6.655502392344498
codebert,tcpdump,0.01,0.2,unweighted_mondrian,1.870813397129187,0.0187081339712918,0.1744292237442922,0.4766355140186916,0.5233644859813084,estimated_weight_no_gate_clip_20,6.655502392344498,0.0665550239234449,0.0,0.3200934579439252,0.6799065420560748,1.870813397129187,6.655502392344498
codebert,tcpdump,0.05,0.05,unweighted_mondrian,1.009132420091324,0.0361244019138756,0.0504566210045662,0.2523364485981308,0.7476635514018691,estimated_weight_no_gate_clip_20,3.497607655502393,0.1748803827751196,0.0,0.3200934579439252,0.6799065420560748,1.009132420091324,3.497607655502393
