detector,target_group,alpha_vulnerable,alpha_safe,method_baseline,max_relative_violation_baseline,vulnerable_violation_baseline,safe_violation_baseline,singleton_coverage_baseline,review_load_baseline,method_weighted,max_relative_violation_weighted,vulnerable_violation_weighted,safe_violation_weighted,singleton_coverage_weighted,review_load_weighted,baseline_worst_violation,weighted_worst_violation
codebert,libtpms,0.05,0.1,unweighted_mondrian,1.7522935779816513,0.0876146788990825,0.0,0.2551020408163265,0.7448979591836735,estimated_weight_no_gate_clip_20,1.7522935779816513,0.0876146788990825,0.0,0.2612244897959184,0.7387755102040816,1.7522935779816513,1.7522935779816513
codebert,libtpms,0.05,0.2,unweighted_mondrian,1.7522935779816513,0.0876146788990825,0.0,0.3857142857142857,0.6142857142857143,estimated_weight_no_gate_clip_20,1.7522935779816513,0.0876146788990825,0.0,0.3489795918367347,0.6510204081632653,1.7522935779816513,1.7522935779816513
codebert,libtpms,0.1,0.05,unweighted_mondrian,1.385321100917431,0.1385321100917431,0.0,0.3489795918367347,0.6510204081632653,estimated_weight_no_gate_clip_20,1.201834862385321,0.1201834862385321,0.0,0.3040816326530612,0.6959183673469388,1.385321100917431,1.201834862385321
codebert,libtpms,0.1,0.1,unweighted_mondrian,1.385321100917431,0.1385321100917431,0.0,0.3918367346938775,0.6081632653061224,estimated_weight_no_gate_clip_20,1.201834862385321,0.1201834862385321,0.0,0.3489795918367347,0.6510204081632653,1.385321100917431,1.201834862385321
codebert,libtpms,0.1,0.2,unweighted_mondrian,1.385321100917431,0.1385321100917431,0.0,0.5224489795918368,0.4775510204081633,estimated_weight_no_gate_clip_20,1.201834862385321,0.1201834862385321,0.0,0.436734693877551,0.563265306122449,1.385321100917431,1.201834862385321
codebert,libxml2,0.01,0.05,unweighted_mondrian,1.3492723492723493,0.0,0.0674636174636174,0.1771844660194174,0.8228155339805825,estimated_weight_no_gate_clip_20,0.2474012474012474,0.0,0.0123700623700623,0.0902912621359223,0.9097087378640776,1.3492723492723493,0.2474012474012474
codebert,libxml2,0.01,0.1,unweighted_mondrian,1.3648648648648647,0.0,0.1364864864864864,0.3033980582524271,0.6966019417475728,estimated_weight_no_gate_clip_20,0.3201663201663202,0.0,0.032016632016632,0.1635922330097087,0.8364077669902914,1.3648648648648647,0.3201663201663202
codebert,libxml2,0.01,0.2,unweighted_mondrian,0.9854469854469856,0.0,0.1970893970893971,0.470873786407767,0.529126213592233,estimated_weight_no_gate_clip_20,0.3539501039501039,0.0,0.0707900207900207,0.3116504854368932,0.6883495145631068,0.9854469854469856,0.3539501039501039
codebert,libxml2,0.05,0.05,unweighted_mondrian,1.3492723492723493,0.0,0.0674636174636174,0.353883495145631,0.6461165048543689,estimated_weight_no_gate_clip_20,0.6176470588235294,0.0308823529411764,0.0123700623700623,0.4087378640776699,0.5912621359223301,1.3492723492723493,0.6176470588235294
codebert,libxml2,0.05,0.1,unweighted_mondrian,1.3648648648648647,0.0,0.1364864864864864,0.4800970873786407,0.5199029126213592,estimated_weight_no_gate_clip_20,0.6176470588235294,0.0308823529411764,0.032016632016632,0.4820388349514563,0.5179611650485437,1.3648648648648647,0.6176470588235294
codebert,libxml2,0.05,0.2,unweighted_mondrian,0.9854469854469856,0.0,0.1970893970893971,0.6475728155339806,0.3524271844660194,estimated_weight_no_gate_clip_20,0.6176470588235294,0.0308823529411764,0.0707900207900207,0.6300970873786408,0.3699029126213592,0.9854469854469856,0.6176470588235294
codebert,libxml2,0.1,0.05,unweighted_mondrian,1.3492723492723493,0.0,0.0674636174636174,0.4815533980582523,0.5184466019417475,estimated_weight_no_gate_clip_20,0.6176470588235294,0.0617647058823529,0.0123700623700623,0.4796116504854369,0.5203883495145631,1.3492723492723493,0.6176470588235294
codebert,libxml2,0.1,0.1,unweighted_mondrian,1.3648648648648647,0.0,0.1364864864864864,0.6077669902912621,0.3922330097087378,estimated_weight_no_gate_clip_20,0.6176470588235294,0.0617647058823529,0.032016632016632,0.5529126213592233,0.4470873786407766,1.3648648648648647,0.6176470588235294
codebert,libxml2,0.1,0.2,unweighted_mondrian,0.9854469854469856,0.0,0.1970893970893971,0.775242718446602,0.2247572815533979,estimated_weight_no_gate_clip_20,0.6176470588235294,0.0617647058823529,0.0707900207900207,0.7009708737864078,0.2990291262135922,0.9854469854469856,0.6176470588235294
codebert,linux,0.01,0.05,unweighted_mondrian,8.036939313984169,0.0803693931398416,0.0,0.2365927725478286,0.7634072274521713,estimated_weight_no_gate_clip_20,0.7150395778364115,0.0071503957783641,0.0,0.0722745217127239,0.927725478287276,8.036939313984169,0.7150395778364115
codebert,linux,0.01,0.1,unweighted_mondrian,8.036939313984169,0.0803693931398416,0.0,0.271424233221986,0.728575766778014,estimated_weight_no_gate_clip_20,0.7150395778364115,0.0071503957783641,0.0,0.1184937746735499,0.8815062253264501,8.036939313984169,0.7150395778364115
codebert,linux,0.01,0.2,unweighted_mondrian,8.036939313984169,0.0803693931398416,0.0,0.3525356817491649,0.6474643182508351,estimated_weight_no_gate_clip_20,0.7150395778364115,0.0071503957783641,0.0,0.2363498329790464,0.7636501670209536,8.036939313984169,0.7150395778364115
