alpha_vulnerable,alpha_safe,baseline,method,outcome,projects,nonzero_projects,median_paired_difference,hodges_lehmann_paired_shift,bootstrap_median_ci_lower,bootstrap_median_ci_upper,favorable_direction,wins,ties,losses,common_language_win_rate_excluding_ties,exact_sign_p,wilcoxon_exact_p,holm_adjusted_wilcoxon_p
0.1,0.05,unweighted_mondrian,msp_matched_vultriage,vulnerable_violation,12,6,-0.00345724907063196,-0.01129943502824858,-0.02567190466387608,0.0,lower,6,6,0,1.0,0.03125,,
0.1,0.05,unweighted_mondrian,msp_matched_vultriage,safe_violation,12,6,0.0,0.0,0.0,0.010274454530667321,lower,2,6,4,0.3333333333333333,0.6875,,
0.1,0.05,unweighted_mondrian,msp_matched_vultriage,absolute_target_difference_sum,12,12,0.03296974146869784,0.02964175292795807,-0.0067039196169907805,0.04149306599710492,lower,3,0,9,0.25,0.14599609375,0.38037109375,1.0
0.1,0.05,unweighted_mondrian,msp_matched_vultriage,singleton_coverage,12,12,-0.124487826987827,-0.1636992424635802,-0.29495248590872364,-0.034134328662711044,higher,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.05,unweighted_mondrian,msp_matched_vultriage,review_load,12,12,0.12448782698782707,0.16369924246358028,0.034134328662711044,0.2949524859087237,lower,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.05,unweighted_mondrian,prom_compatible_lac_matched_vultriage,vulnerable_violation,12,6,-0.0038661710037174598,-0.014372469635627499,-0.02906173517235066,0.0,lower,6,6,0,1.0,0.03125,,
0.1,0.05,unweighted_mondrian,prom_compatible_lac_matched_vultriage,safe_violation,12,6,0.0,0.0,0.0,0.01686621072230323,lower,2,6,4,0.3333333333333333,0.6875,,
0.1,0.05,unweighted_mondrian,prom_compatible_lac_matched_vultriage,absolute_target_difference_sum,12,12,0.034073211534594236,0.032867812911056504,-0.01195378253957969,0.044392004295975784,lower,3,0,9,0.25,0.14599609375,0.5693359375,1.0
0.1,0.05,unweighted_mondrian,prom_compatible_lac_matched_vultriage,singleton_coverage,12,12,-0.124487826987827,-0.1636992424635802,-0.29495248590872364,-0.034134328662711044,higher,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.05,unweighted_mondrian,prom_compatible_lac_matched_vultriage,review_load,12,12,0.12448782698782707,0.16369924246358028,0.034134328662711044,0.2949524859087237,lower,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,vultriage_clip_20,vulnerable_violation,12,6,0.0,-0.01242937853107344,-0.02680184816670094,0.0,lower,5,6,1,0.8333333333333334,0.21875,,
0.1,0.1,unweighted_mondrian,vultriage_clip_20,safe_violation,12,7,0.0,-0.011608626531027469,-0.02746826520780389,0.0,lower,5,5,2,0.7142857142857143,0.453125,,
0.1,0.1,unweighted_mondrian,vultriage_clip_20,absolute_target_difference_sum,12,12,0.00028238206320758096,-0.003914780172324137,-0.039572342239507854,0.03806529374270764,lower,6,0,6,0.5,1.0,0.90966796875,1.0
0.1,0.1,unweighted_mondrian,vultriage_clip_20,singleton_coverage,12,12,-0.11910222870654527,-0.14743136265622148,-0.2663587821318327,-0.04845866194340581,higher,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,vultriage_clip_20,review_load,12,12,0.11910222870654527,0.14743136265622148,0.048458661943405756,0.2663587821318327,lower,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,estimated_weight_no_support_clip_20,vulnerable_violation,12,6,0.0,-0.01242937853107344,-0.02680184816670094,0.0,lower,5,6,1,0.8333333333333334,0.21875,,
0.1,0.1,unweighted_mondrian,estimated_weight_no_support_clip_20,safe_violation,12,7,0.0,0.0,-0.019557890052233372,0.0021255060728744765,lower,4,5,3,0.5714285714285714,1.0,,
0.1,0.1,unweighted_mondrian,estimated_weight_no_support_clip_20,absolute_target_difference_sum,12,12,0.00028238206320758096,-0.009588737672808156,-0.039572342239507854,0.021792437004627557,lower,6,0,6,0.5,1.0,0.7333984375,1.0
0.1,0.1,unweighted_mondrian,estimated_weight_no_support_clip_20,singleton_coverage,12,12,-0.11910222870654527,-0.13290337566951338,-0.22207829333845894,-0.04845866194340581,higher,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,estimated_weight_no_support_clip_20,review_load,12,12,0.11910222870654527,0.13290337566951332,0.048458661943405756,0.2220782933384589,lower,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,msp_matched_vultriage,vulnerable_violation,12,6,0.0,-0.007191011235955029,-0.021563480871582528,0.0,lower,5,6,1,0.8333333333333334,0.21875,,
0.1,0.1,unweighted_mondrian,msp_matched_vultriage,safe_violation,12,6,-0.00567757009345793,-0.01703778677462886,-0.0357403300846178,0.0,lower,6,6,0,1.0,0.03125,,
0.1,0.1,unweighted_mondrian,msp_matched_vultriage,absolute_target_difference_sum,12,12,-0.006028099064677682,-0.004066854669320535,-0.037823817786931606,0.04682212716955862,lower,6,0,6,0.5,1.0,0.90966796875,1.0
0.1,0.1,unweighted_mondrian,msp_matched_vultriage,singleton_coverage,12,12,-0.11910222870654527,-0.14743136265622148,-0.2663587821318327,-0.04845866194340581,higher,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,msp_matched_vultriage,review_load,12,12,0.11910222870654527,0.14743136265622148,0.048458661943405756,0.2663587821318327,lower,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,prom_compatible_lac_matched_vultriage,vulnerable_violation,12,5,0.0,-0.007191011235955029,-0.021563480871582528,0.0,lower,5,7,0,1.0,0.0625,,
0.1,0.1,unweighted_mondrian,prom_compatible_lac_matched_vultriage,safe_violation,12,6,-0.003859649122807021,-0.014485809067453009,-0.03143587654383626,0.0,lower,6,6,0,1.0,0.03125,,
0.1,0.1,unweighted_mondrian,prom_compatible_lac_matched_vultriage,absolute_target_difference_sum,12,12,-0.007341711883958126,-0.0073329289148615796,-0.023617984375726753,0.04662725940742691,lower,7,0,5,0.5833333333333334,0.7744140625,0.791015625,1.0
0.1,0.1,unweighted_mondrian,prom_compatible_lac_matched_vultriage,singleton_coverage,12,12,-0.11910222870654527,-0.14743136265622148,-0.2663587821318327,-0.04845866194340581,higher,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.1,unweighted_mondrian,prom_compatible_lac_matched_vultriage,review_load,12,12,0.11910222870654527,0.14743136265622148,0.048458661943405756,0.2663587821318327,lower,0,0,12,0.0,0.00048828125,0.00048828125,0.001953125
0.1,0.2,unweighted_mondrian,vultriage_clip_20,vulnerable_violation,12,6,0.0,-0.01242937853107344,-0.02680184816670094,0.0,lower,5,6,1,0.8333333333333334,0.21875,,
0.1,0.2,unweighted_mondrian,vultriage_clip_20,safe_violation,12,8,-0.0035716852317642794,-0.01649807931042558,-0.04085138459585132,0.0,lower,6,4,2,0.75,0.2890625,,
0.1,0.2,unweighted_mondrian,vultriage_clip_20,absolute_target_difference_sum,12,12,-0.01654071906126549,-0.017271895197630716,-0.04946084988482018,0.07080880671166949,lower,7,0,5,0.5833333333333334,0.7744140625,0.6220703125,1.0
0.1,0.2,unweighted_mondrian,vultriage_clip_20,singleton_coverage,12,12,-0.10896434294871798,-0.12534747262894783,-0.2051880599024894,-0.05456242402514805,higher,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,vultriage_clip_20,review_load,12,12,0.10896434294871793,0.12534747262894783,0.05456242402514805,0.20518805990248942,lower,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,estimated_weight_no_support_clip_20,vulnerable_violation,12,6,0.0,-0.01242937853107344,-0.02680184816670094,0.0,lower,5,6,1,0.8333333333333334,0.21875,,
0.1,0.2,unweighted_mondrian,estimated_weight_no_support_clip_20,safe_violation,12,8,0.0,-0.0035716852317642794,-0.03299615862085116,0.0033400809716599353,lower,5,4,3,0.625,0.7265625,,
0.1,0.2,unweighted_mondrian,estimated_weight_no_support_clip_20,absolute_target_difference_sum,12,12,-0.01654071906126549,-0.019481213269961377,-0.04946084988482018,0.021552255607071594,lower,7,0,5,0.5833333333333334,0.7744140625,0.423828125,1.0
0.1,0.2,unweighted_mondrian,estimated_weight_no_support_clip_20,singleton_coverage,12,12,-0.10896434294871798,-0.11914644981458153,-0.1990640554252479,-0.05456242402514805,higher,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,estimated_weight_no_support_clip_20,review_load,12,12,0.10896434294871793,0.11914644981458156,0.05456242402514805,0.19906405542524797,lower,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,msp_matched_vultriage,vulnerable_violation,12,8,0.0,0.00147435897435896,-0.007191011235955029,0.02474238839902912,lower,3,4,5,0.375,0.7265625,,
0.1,0.2,unweighted_mondrian,msp_matched_vultriage,safe_violation,12,7,-0.02210913149500563,-0.04708781475787924,-0.09713347134884759,0.0,lower,7,5,0,1.0,0.015625,,
0.1,0.2,unweighted_mondrian,msp_matched_vultriage,absolute_target_difference_sum,12,12,0.02453282873892082,0.020117249144242774,-0.09349761815380131,0.12393887135247461,lower,6,0,6,0.5,1.0,0.6220703125,1.0
0.1,0.2,unweighted_mondrian,msp_matched_vultriage,singleton_coverage,12,12,-0.10896434294871798,-0.12534747262894783,-0.2051880599024894,-0.05456242402514805,higher,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,msp_matched_vultriage,review_load,12,12,0.10896434294871793,0.12534747262894783,0.05456242402514805,0.20518805990248942,lower,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,prom_compatible_lac_matched_vultriage,vulnerable_violation,12,8,0.0,0.0,-0.007191011235955029,0.014290147162739221,lower,3,4,5,0.375,0.7265625,,
0.1,0.2,unweighted_mondrian,prom_compatible_lac_matched_vultriage,safe_violation,12,7,-0.02210913149500563,-0.04209494704033913,-0.08823612662322962,0.0,lower,7,5,0,1.0,0.015625,,
0.1,0.2,unweighted_mondrian,prom_compatible_lac_matched_vultriage,absolute_target_difference_sum,12,12,0.004544632690459766,0.006818619712293677,-0.09513897921301052,0.10901823468230842,lower,6,0,6,0.5,1.0,0.7333984375,1.0
0.1,0.2,unweighted_mondrian,prom_compatible_lac_matched_vultriage,singleton_coverage,12,12,-0.10896434294871798,-0.12534747262894783,-0.2051880599024894,-0.05456242402514805,higher,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
0.1,0.2,unweighted_mondrian,prom_compatible_lac_matched_vultriage,review_load,12,12,0.10896434294871793,0.12534747262894783,0.05456242402514805,0.20518805990248942,lower,1,0,11,0.08333333333333333,0.00634765625,0.0009765625,0.00390625
